id,givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
H000590,David,Hill,Bennett,David,Hill,Bennett,,,,,1843,1910,"[{""position"":""Senator"",""congressNumber"":52,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":53,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":54,""stateName"":""NY"",""parties"":[""Democrat""]}]"
H000593,Isaac,Hill,,Isaac,Hill,,,,,,1789,1851,"[{""position"":""Senator"",""congressNumber"":22,""stateName"":""NH"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":23,""stateName"":""NH"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":24,""stateName"":""NH"",""parties"":[""Democrat""]}]"
H000598,Joseph,Hill,Lister,Joseph,Hill,Lister,,Mr.,,,1894,1984,"[{""position"":""Representative"",""congressNumber"":74,""stateName"":""AL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":75,""stateName"":""AL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":81,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":68,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""1923-08-14"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":69,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":72,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":70,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":71,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":73,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":80,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":85,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":88,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":89,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":90,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":86,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":87,""stateName"":""AL"",""parties"":[""Democrat""]}]"
H000599,Joshua,Hill,,Joshua,Hill,,,Mr.,,,1812,1891,"[{""position"":""Representative"",""congressNumber"":35,""stateName"":""GA"",""parties"":[""American""],""electionDate"":""1857-10-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":36,""stateName"":""GA"",""parties"":[""American""],""electionDate"":""1859-10-03"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":41,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":42,""stateName"":""GA"",""parties"":[""Republican""]}]"
H000603,Nathaniel,Hill,Peter,Nathaniel,Hill,Peter,,,,,1832,1900,"[{""position"":""Senator"",""congressNumber"":46,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":47,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":48,""stateName"":""CO"",""parties"":[""Republican""]}]"
H000612,William,Hill,Luther,William,Hill,Luther,,,,,1873,1951,"[{""position"":""Senator"",""congressNumber"":74,""stateName"":""FL"",""parties"":[""Democrat""]}]"
H000618,James,Hillhouse,,James,Hillhouse,,,Mr.,,,1754,1832,"[{""position"":""Representative"",""congressNumber"":2,""stateName"":""CT""},{""position"":""Representative"",""congressNumber"":3,""stateName"":""CT""},{""position"":""Representative"",""congressNumber"":4,""stateName"":""CT""},{""position"":""Senator"",""congressNumber"":4,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""CT"",""parties"":[""Federalist""]}]"
H000629,William,Hindman,,William,Hindman,,,Mr.,,,1743,1822,"[{""position"":""Delegate"",""congressNumber"":1,""stateName"":""MD""},{""position"":""Delegate"",""congressNumber"":1,""stateName"":""MD"",""parties"":[""NA""]},{""position"":""Representative"",""congressNumber"":2,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":3,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":4,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":5,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""MD"",""parties"":[""Federalist""]}]"
H001042,Mazie,Hirono,,Mazie,Hirono,,,,,,1947,,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""HI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""HI"",""parties"":[""Democrat""],""electionCirca"":false}]"
H000643,Frank,Hiscock,,Frank,Hiscock,,,,,,1834,1914,"[{""position"":""Representative"",""congressNumber"":45,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":46,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":47,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":48,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":49,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":50,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":51,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":52,""stateName"":""NY"",""parties"":[""Republican""]}]"
H000645,Gilbert,Hitchcock,Monell,Gilbert,Hitchcock,Monell,,Mr.,,,1859,1934,"[{""position"":""Representative"",""congressNumber"":58,""stateName"":""NE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":60,""stateName"":""NE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":61,""stateName"":""NE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""NE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":63,""stateName"":""NE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""NE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""NE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":66,""stateName"":""NE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":67,""stateName"":""NE"",""parties"":[""Democrat""]}]"
H000646,Herbert,Hitchcock,Emery,Herbert,Hitchcock,Emery,,,,,1867,1958,"[{""position"":""Senator"",""congressNumber"":74,""stateName"":""SD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""SD"",""parties"":[""Democrat""]}]"
H000648,Phineas,Hitchcock,Warren,Phineas,Hitchcock,Warren,,Mr.,,,1831,1881,"[{""position"":""Delegate"",""congressNumber"":39,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":42,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":43,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":44,""stateName"":""NE"",""parties"":[""Republican""]}]"
H000654,George,Hoar,Frisbie,George,Hoar,Frisbie,,Mr.,,,1826,1904,"[{""position"":""Representative"",""congressNumber"":41,""stateName"":""MA"",""parties"":[""Republican""],""electionDate"":""1868-11-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":42,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":43,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":44,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":45,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":46,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":47,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":48,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":49,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":50,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":51,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":52,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":53,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":54,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":55,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":56,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":57,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":58,""stateName"":""MA"",""parties"":[""Republican""]}]"
H000661,John,Hobart,Sloss,John,Hobart,Sloss,,,,,1738,1805,"[{""position"":""Senator"",""congressNumber"":5,""stateName"":""NY"",""parties"":[""Federalist""]}]"
H000665,John,Hoblitzell,Dempsey,John,Hoblitzell,Dempsey,,,Jr.,,1912,1962,"[{""position"":""Senator"",""congressNumber"":85,""stateName"":""WV"",""parties"":[""Republican""]}]"
H000675,Kaneaster,Hodges,,Kaneaster,Hodges,,,,Jr.,,1938,2022,"[{""position"":""Senator"",""congressNumber"":95,""stateName"":""AR"",""parties"":[""Democrat""]}]"
H001061,John,Hoeven,,John,Hoeven,,,,,,1957,,"[{""position"":""Senator"",""congressNumber"":112,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ND"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""ND"",""parties"":[""Republican""],""electionCirca"":false}]"
H000679,Clyde,Hoey,Roark,Clyde,Hoey,Roark,,Mr.,,,1877,1954,"[{""position"":""Representative"",""congressNumber"":66,""stateName"":""NC"",""parties"":[""Democrat""],""electionDate"":""1919-12-16"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":79,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":80,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":81,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""NC"",""parties"":[""Democrat""]}]"
H000720,Spessard,Holland,Lindsey,Spessard,Holland,Lindsey,,,,,1892,1971,"[{""position"":""Senator"",""congressNumber"":79,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":80,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":81,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":85,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":86,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":87,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":88,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":89,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":90,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":91,""stateName"":""FL"",""parties"":[""Democrat""]}]"
H000725,Ernest,Hollings,Frederick,Ernest,Hollings,Frederick,Fritz,,,,1922,2019,"[{""position"":""Senator"",""congressNumber"":89,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":90,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":91,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":93,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":94,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""SC"",""parties"":[""Democrat""]}]"
H000727,Henry,Hollis,French,Henry,Hollis,French,,,,,1869,1949,"[{""position"":""Senator"",""congressNumber"":63,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""NH"",""parties"":[""Democrat""]}]"
H000731,Rufus,Holman,Cecil,Rufus,Holman,Cecil,,,,,1877,1959,"[{""position"":""Senator"",""congressNumber"":76,""stateName"":""OR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""OR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""OR"",""parties"":[""Republican""]}]"
H000735,David,Holmes,,David,Holmes,,,Mr.,,,1769,1832,"[{""position"":""Representative"",""congressNumber"":5,""stateName"":""VA"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":6,""stateName"":""VA"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":7,""stateName"":""VA"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":8,""stateName"":""VA"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":9,""stateName"":""VA"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":10,""stateName"":""VA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":16,""stateName"":""MS"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":17,""stateName"":""MS"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":18,""stateName"":""MS"",""parties"":[""Jackson Republican""]},{""position"":""Senator"",""congressNumber"":19,""stateName"":""MS"",""parties"":[""Jackson Republican""]}]"
H000739,John,Holmes,,John,Holmes,,,Mr.,,,1773,1843,"[{""position"":""Representative"",""congressNumber"":15,""stateName"":""MA"",""electionDate"":""1816-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":16,""stateName"":""MA"",""electionDate"":""1818-11-02"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":16,""stateName"":""ME"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":17,""stateName"":""ME"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":18,""stateName"":""ME"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":19,""stateName"":""ME"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":20,""stateName"":""ME"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""ME"",""parties"":[""Adams Republican""]},{""position"":""Senator"",""congressNumber"":22,""stateName"":""ME"",""parties"":[""Adams Republican""]}]"
H000749,Rush,Holt,Dew,Rush,Holt,Dew,,,,,1905,1955,"[{""position"":""Senator"",""congressNumber"":74,""stateName"":""WV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""WV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""WV"",""parties"":[""Democrat""]}]"
H000770,Albert,Hopkins,Jarvis,Albert,Hopkins,Jarvis,,Mr.,,,1846,1922,"[{""position"":""Representative"",""congressNumber"":49,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":50,""stateName"":""IL"",""parties"":[""Republican""],""electionDate"":""1886-11-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":51,""stateName"":""IL"",""parties"":[""Republican""],""electionDate"":""1888-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":52,""stateName"":""IL"",""parties"":[""Republican""],""electionDate"":""1890-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":53,""stateName"":""IL"",""parties"":[""Republican""],""electionDate"":""1892-11-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":54,""stateName"":""IL"",""parties"":[""Republican""],""electionDate"":""1894-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":55,""stateName"":""IL"",""parties"":[""Republican""],""electionDate"":""1896-11-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":56,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":57,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":58,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""IL"",""parties"":[""Republican""]}]"
H000795,Outerbridge,Horsey,,Outerbridge,Horsey,,,,,,1777,1842,"[{""position"":""Senator"",""congressNumber"":11,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":16,""stateName"":""DE"",""parties"":[""Federalist""]}]"
H000821,Andrew,Houston,Jackson,Andrew,Houston,Jackson,,,,,1854,1941,"[{""position"":""Senator"",""congressNumber"":77,""stateName"":""TX"",""parties"":[""Democrat""]}]"
H000822,George,Houston,Smith,George,Houston,Smith,,Mr.,,,1811,1879,"[{""position"":""Representative"",""congressNumber"":27,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""1841-05-20"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":28,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""1843-08-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":29,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""1845-08-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":30,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""1847-08-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":32,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""1851-08-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":33,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""1853-08-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":34,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""1855-08-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":35,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""1857-08-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":36,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""1859-08-01"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":46,""stateName"":""AL"",""parties"":[""Democrat""]}]"
H000827,Samuel,Houston,,Samuel,Houston,,,Mr.,,,1793,1863,"[{""position"":""Representative"",""congressNumber"":18,""stateName"":""TN"",""parties"":[""Jackson Republican""],""electionDate"":""1823-08-07"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":19,""stateName"":""TN"",""parties"":[""Jacksonian""],""electionDate"":""1825-08-04"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":29,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":31,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":32,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":33,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":34,""stateName"":""TX"",""parties"":[""American (Know-Nothing)""]},{""position"":""Senator"",""congressNumber"":35,""stateName"":""TX"",""parties"":[""American (Know-Nothing)""]}]"
H000838,Guy,Howard,Victor,Guy,Howard,Victor,,,,,1879,1954,"[{""position"":""Senator"",""congressNumber"":74,""stateName"":""MN"",""parties"":[""Republican""]}]"
H000839,Jacob,Howard,Merritt,Jacob,Howard,Merritt,,Mr.,,,1805,1871,"[{""position"":""Representative"",""congressNumber"":27,""stateName"":""MI"",""parties"":[""Whig""],""electionDate"":""1840-11-03"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":37,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":38,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":39,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":40,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":41,""stateName"":""MI"",""parties"":[""Republican""]}]"
H000841,John,Howard,Eager,John,Howard,Eager,,,,,1752,1827,"[{""position"":""Delegate"",""congressNumber"":1,""stateName"":""MD""},{""position"":""Senator"",""congressNumber"":4,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""MD"",""parties"":[""Federalist""]}]"
H000856,Timothy,Howe,Otis,Timothy,Howe,Otis,,,,,1816,1883,"[{""position"":""Senator"",""congressNumber"":37,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":38,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":39,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":40,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":41,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":42,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":43,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":44,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":45,""stateName"":""WI"",""parties"":[""Republican""]}]"
H000864,James,Howell,Bruen,James,Howell,Bruen,,,,,1816,1880,"[{""position"":""Senator"",""congressNumber"":41,""stateName"":""IA"",""parties"":[""Republican""]}]"
H000865,Jeremiah,Howell,Brown,Jeremiah,Howell,Brown,,,,,1771,1822,"[{""position"":""Senator"",""congressNumber"":12,""stateName"":""RI"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""RI"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""RI"",""parties"":[""Democratic Republican""]}]"
