id,givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
H000868,Robert,Howell,Beecher,Robert,Howell,Beecher,,,,,1864,1933,"[{""position"":""Senator"",""congressNumber"":68,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""NE"",""parties"":[""Republican""]}]"
H000870,Benjamin,Howland,,Benjamin,Howland,,,,,,1755,1821,"[{""position"":""Senator"",""congressNumber"":8,""stateName"":""RI"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""RI"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""RI"",""parties"":[""Democratic Republican""]}]"
H000875,Roman,Hruska,Lee,Roman,Hruska,Lee,,,,,1904,1999,"[{""position"":""Representative"",""congressNumber"":83,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":83,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":85,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":86,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":87,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":88,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":89,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":90,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":91,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":93,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":94,""stateName"":""NE"",""parties"":[""Republican""]}]"
H000883,Henry,Hubbard,,Henry,Hubbard,,,Mr.,,,1784,1857,"[{""position"":""Representative"",""congressNumber"":21,""stateName"":""NH"",""parties"":[""Jacksonian""],""electionDate"":""1829-03-10"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""NH"",""parties"":[""Jacksonian""],""electionDate"":""1831-03-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""NH"",""parties"":[""Democrat""],""electionDate"":""1833-03-12"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":24,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""NH"",""parties"":[""Democrat""]}]"
H000905,Walter,Huddleston,Darlington,Walter,Huddleston,Darlington,,,,,1926,2018,"[{""position"":""Senator"",""congressNumber"":93,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":94,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""KY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""KY"",""parties"":[""Democrat""]}]"
H000913,James,Huffman,Wylie,James,Huffman,Wylie,,,,,1894,1980,"[{""position"":""Senator"",""congressNumber"":79,""stateName"":""OH"",""parties"":[""Democrat""]}]"
H000917,Daniel,Huger,Elliott,Daniel,Huger,Elliott,,,,,1779,1854,"[{""position"":""Senator"",""congressNumber"":28,""stateName"":""SC"",""parties"":[""Democrat""]}]"
H000919,Charles,Hughes,James,Charles,Hughes,James,,,Jr.,,1853,1911,"[{""position"":""Senator"",""congressNumber"":61,""stateName"":""CO"",""parties"":[""Democrat""]}]"
H000922,Harold,Hughes,Everett,Harold,Hughes,Everett,,,,,1922,1996,"[{""position"":""Senator"",""congressNumber"":91,""stateName"":""IA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""IA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":93,""stateName"":""IA"",""parties"":[""Democrat""]}]"
H000926,James,Hughes,Hurd,James,Hughes,Hurd,,,,,1867,1953,"[{""position"":""Senator"",""congressNumber"":75,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""DE"",""parties"":[""Democrat""]}]"
H000929,William,Hughes,,William,Hughes,,,Mr.,,,1872,1918,"[{""position"":""Representative"",""congressNumber"":58,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":60,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":61,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":62,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":63,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""NJ"",""parties"":[""Democrat""]}]"
H000940,Cordell,Hull,,Cordell,Hull,,,Mr.,,,1871,1955,"[{""position"":""Representative"",""congressNumber"":60,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":61,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":62,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":63,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":64,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":65,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":66,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":68,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":69,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":70,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":71,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""TN"",""parties"":[""Democrat""],""electionCirca"":false}]"
H000951,Gordon,Humphrey,John,Gordon,Humphrey,John,,,,,1940,,"[{""position"":""Senator"",""congressNumber"":96,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""NH"",""parties"":[""Republican""]}]"
H000953,Hubert,Humphrey,Horatio,Hubert,Humphrey,Horatio,,Mr.,Jr.,,1911,1978,"[{""position"":""Senator"",""congressNumber"":81,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":85,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":86,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":87,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":88,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":93,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":94,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""MN"",""parties"":[""Democrat""]}]"
H000956,Muriel,Humphrey,Buck,Muriel,Humphrey,Buck,,,,,1912,1998,"[{""position"":""Senator"",""congressNumber"":95,""stateName"":""MN"",""parties"":[""Democrat""]}]"
H000963,Robert,Humphreys,,Robert,Humphreys,,,,,,1893,1977,"[{""position"":""Senator"",""congressNumber"":84,""stateName"":""KY"",""parties"":[""Democrat""]}]"
H000975,Lester,Hunt,Callaway,Lester,Hunt,Callaway,,,,,1892,1954,"[{""position"":""Senator"",""congressNumber"":81,""stateName"":""WY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""WY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""WY"",""parties"":[""Democrat""]}]"
H000982,John,Hunter,,John,Hunter,,,Mr.,,,1752,1802,"[{""position"":""Representative"",""congressNumber"":3,""stateName"":""SC""},{""position"":""Senator"",""congressNumber"":4,""stateName"":""SC"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""SC"",""parties"":[""Democratic Republican""]}]"
H000987,Richard,Hunter,Charles,Richard,Hunter,Charles,,,,,1884,1941,"[{""position"":""Senator"",""congressNumber"":73,""stateName"":""NE"",""parties"":[""Democrat""]}]"
H000988,Robert,Hunter,Mercer Taliaferro,Robert,Hunter,Mercer Taliaferro,,Mr.,,,1809,1887,"[{""position"":""Representative"",""congressNumber"":25,""stateName"":""VA"",""parties"":[""Whig""],""electionDate"":""1837-04-27"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":26,""stateName"":""VA"",""parties"":[""Whig""],""electionDate"":""1839-05-23"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1839-12-16"",""startCirca"":false,""endDate"":""1841-03-03"",""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":27,""stateName"":""VA"",""parties"":[""Independent""],""electionDate"":""1841-04-23"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":29,""stateName"":""VA"",""parties"":[""Democrat""],""electionDate"":""1845-04-24"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":30,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":31,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":32,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":33,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":34,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":35,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":36,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":37,""stateName"":""VA"",""parties"":[""Democrat""],""electionCirca"":false}]"
H000991,William,Hunter,,William,Hunter,,,,,,1774,1849,"[{""position"":""Senator"",""congressNumber"":12,""stateName"":""RI"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""RI"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""RI"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""RI"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":16,""stateName"":""RI"",""parties"":[""Federalist""]}]"
H000997,Jabez,Huntington,Williams,Jabez,Huntington,Williams,,Mr.,,,1788,1847,"[{""position"":""Representative"",""congressNumber"":21,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1829-04-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1831-04-11"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1833-04-11"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":26,""stateName"":""CT"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":27,""stateName"":""CT"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":28,""stateName"":""CT"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":29,""stateName"":""CT"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""CT"",""parties"":[""Whig""],""electionCirca"":false}]"
H000999,Eppa,Hunton,,Eppa,Hunton,,,,,,1822,1908,"[{""position"":""Representative"",""congressNumber"":43,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":44,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":45,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":46,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":52,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":53,""stateName"":""VA"",""parties"":[""Democrat""]}]"
H001006,Paul,Husting,Oscar,Paul,Husting,Oscar,,,,,1866,1917,"[{""position"":""Senator"",""congressNumber"":64,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""WI"",""parties"":[""Democrat""]}]"
H001015,Timothy,Hutchinson,,Timothy,Hutchinson,,,,,,1949,,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""AR"",""parties"":[""Republican""]}]"
H001016,Kathryn,Hutchison,Ann Bailey,Kathryn,Hutchison,Ann Bailey,Kay,,,,1943,,"[{""position"":""Senator"",""congressNumber"":103,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""TX"",""parties"":[""Republican""]}]"
H001079,Cindy,Hyde-Smith,,Cindy,Hyde-Smith,,,,,,1959,,"[{""position"":""Senator"",""congressNumber"":115,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MS"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MS"",""parties"":[""Republican""],""electionCirca"":false}]"
