NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first
watson,2,Cmte on bill valuation,,Dec,23,1799,6,4,
wells,3,Cmte on bill valuation,,Dec,23,1799,6,4,
bloodworth,1,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
brown,2,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
chipman,2,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
cocke,7,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
dexter,4,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
foster,1,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
goodhue,4,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
greene,2,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
langdon,2,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
livermore,5,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
paine,15,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
read,3,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
tracy,8,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
watson,4,Cmte on petition of E Brainard,,Dec,31,1799,6,4,
baldwin,2,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
bingham,3,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
brown,2,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
chipman,2,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
cocke,1,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
dayton,1,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
foster,2,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
goodhue,5,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
greene,2,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
hillhouse,4,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
langdon,3,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
latimer,2,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
laurance,15,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
marshall,1,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
paine,3,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
read,1,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
ross,1,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
tracy,4,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
watson,3,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
wells,3,Cmte on petition of Peter Aupoix,,Dec,24,1799,6,4,
baldwin,2,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
bingham,1,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
bloodworth,1,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
brown,5,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
chipman,2,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
dexter,5,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
foster,2,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
greene,2,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
gunn,6,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
howard,2,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
langdon,1,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
latimer,1,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
laurance,3,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
marshall,2,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
paine,2,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
read,1,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
ross,6,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
schureman,1,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
tracy,15,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
wells,1,Cmte on Petition of Thos Burling & others,,Dec,24,1799,6,5,
anderson,1,Cmte on bill WHH,,Dec,22,1799,6,5,
baldwin,3,Cmte on bill WHH,,Dec,22,1799,6,5,
brown,3,Cmte on bill WHH,,Dec,22,1799,6,5,
chipman,1,Cmte on bill WHH,,Dec,22,1799,6,5,
cocke,3,Cmte on bill WHH,,Dec,22,1799,6,5,
dayton,4,Cmte on bill WHH,,Dec,22,1799,6,5,
foster,2,Cmte on bill WHH,,Dec,22,1799,6,5,
greene,4,Cmte on bill WHH,,Dec,22,1799,6,5,
gunn,1,Cmte on bill WHH,,Dec,22,1799,6,5,
hillhouse,1,Cmte on bill WHH,,Dec,22,1799,6,5,
howard,2,Cmte on bill WHH,,Dec,22,1799,6,5,
langdon,1,Cmte on bill WHH,,Dec,22,1799,6,5,
latimer,1,Cmte on bill WHH,,Dec,22,1799,6,5,
laurance,2,Cmte on bill WHH,,Dec,22,1799,6,5,
lloyd,1,Cmte on bill WHH,,Dec,22,1799,6,5,
paine,2,Cmte on bill WHH,,Dec,22,1799,6,5,
read,1,Cmte on bill WHH,,Dec,22,1799,6,5,
ross,7,Cmte on bill WHH,,Dec,22,1799,6,5,
tracy,7,Cmte on bill WHH,,Dec,22,1799,6,5,
watson,6,Cmte on bill WHH,,Dec,22,1799,6,5,
wells,1,Cmte on bill WHH,,Dec,22,1799,6,5,
baldwin,4,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
brown,5,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
chipman,1,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
dayton,1,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
dexter,2,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
franklin,2,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
goodhue,3,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
gunn,4,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
hillhouse,2,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
langdon,3,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
laurance,6,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
livermore,2,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
lloyd,1,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
marshall,1,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
paine,5,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
read,3,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
ross,8,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
schureman,3,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
tracy,6,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
watson,1,Cmte on bill enumeration of inhabitants,,Jan,1,1800,6,5,
baldwin,1,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
bloodworth,2,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
brown,5,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
chipman,5,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
cocke,6,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
dexter,12,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
foster,2,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
hillhouse,2,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
langdon,2,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
laurance,6,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
livermore,1,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
lloyd,2,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
paine,5,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
read,1,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
ross,5,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
tracy,7,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
wells,2,Cmte amend to bill prisoners for debt,,Jan,1,1800,6,5,
baldwin,2,Cmte on petition of R,,Jan,7,1800,6,5,
brown,5,Cmte on petition of R,,Jan,7,1800,6,5,
chipman,2,Cmte on petition of R,,Jan,7,1800,6,5,
cocke,1,Cmte on petition of R,,Jan,7,1800,6,5,
dayton,3,Cmte on petition of R,,Jan,7,1800,6,5,
dexter,3,Cmte on petition of R,,Jan,7,1800,6,5,
foster,2,Cmte on petition of R,,Jan,7,1800,6,5,
goodhue,1,Cmte on petition of R,,Jan,7,1800,6,5,
gunn,2,Cmte on petition of R,,Jan,7,1800,6,5,
hillhouse,3,Cmte on petition of R,,Jan,7,1800,6,5,
langdon,2,Cmte on petition of R,,Jan,7,1800,6,5,
latimer,1,Cmte on petition of R,,Jan,7,1800,6,5,
laurance,1,Cmte on petition of R,,Jan,7,1800,6,5,
livermore,4,Cmte on petition of R,,Jan,7,1800,6,5,
lloyd,1,Cmte on petition of R,,Jan,7,1800,6,5,
marshall,2,Cmte on petition of R,,Jan,7,1800,6,5,
nicholas,4,Cmte on petition of R,,Jan,7,1800,6,5,
paine,3,Cmte on petition of R,,Jan,7,1800,6,5,
read,5,Cmte on petition of R,,Jan,7,1800,6,5,
ross,14,Cmte on petition of R,,Jan,7,1800,6,5,
tracy,8,Cmte on petition of R,,Jan,7,1800,6,5,
baldwin,2,emte bill peace with Indians,,Jan,8,1800,6,5,
brown,8,emte bill peace with Indians,,Jan,8,1800,6,5,
chipman,4,emte bill peace with Indians,,Jan,8,1800,6,5,
cocke,4,emte bill peace with Indians,,Jan,8,1800,6,5,
dayton,3,emte bill peace with Indians,,Jan,8,1800,6,5,
dexter,2,emte bill peace with Indians,,Jan,8,1800,6,5,
franklin,1,emte bill peace with Indians,,Jan,8,1800,6,5,
gunn,5,emte bill peace with Indians,,Jan,8,1800,6,5,
hillhouse,11,emte bill peace with Indians,,Jan,8,1800,6,5,
langdon,3,emte bill peace with Indians,,Jan,8,1800,6,5,
laurance,1,emte bill peace with Indians,,Jan,8,1800,6,5,
livermore,4,emte bill peace with Indians,,Jan,8,1800,6,5,
lloyd,2,emte bill peace with Indians,,Jan,8,1800,6,5,
nicholas,4,emte bill peace with Indians,,Jan,8,1800,6,5,
paine,3,emte bill peace with Indians,,Jan,8,1800,6,5,
read,1,emte bill peace with Indians,,Jan,8,1800,6,5,
ross,7,emte bill peace with Indians,,Jan,8,1800,6,5,
tracy,1,emte bill peace with Indians,,Jan,8,1800,6,5,
baldwin,1,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
bloodworth,1,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
chipman,2,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
dayton,1,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
dexter,12,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
franklin,3,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
goodhue,1,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
greene,2,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
gunn,5,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
hillhouse,1,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
howard,3,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
langdon,1,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
laurance,3,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
livermore,3,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
marshall,2,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
paine,5,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
ross,2,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
schureman,1,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
tracy,2,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
wells,1,Cmte on Keziah Underwood,,Jan,9,1800,6,5,
bingham,1,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
bloodworth,1,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
brown,3,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
chipman,1,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
dayton,3,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
dexter,9,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
foster,2,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
franklin,1,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
goodhue,2,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
gunn,3,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
hillhouse,3,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
howard,2,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
langdon,1,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
latimer,1,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
laurance,2,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
livermore,10,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
lloyd,2,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
marshall,2,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
nicholas,1,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
paine,5,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
read,2,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
ross,3,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
tracy,2,Cmte on John Vaughan's bill,,Jan,9,1800,6,5,
dexter,17,Additional member on cmte bill leases of recapture,,Jan,10,1800,6,5,
greene,1,Additional member on cmte bill leases of recapture,,Jan,10,1800,6,5,
howard,1,Additional member on cmte bill leases of recapture,,Jan,10,1800,6,5,
livermore,8,Additional member on cmte bill leases of recapture,,Jan,10,1800,6,5,
marshall,5,Additional member on cmte bill leases of recapture,,Jan,10,1800,6,5,
paine,7,Additional member on cmte bill leases of recapture,,Jan,10,1800,6,5,
ross,3,Additional member on cmte bill leases of recapture,,Jan,10,1800,6,5,
tracy,2,Additional member on cmte bill leases of recapture,,Jan,10,1800,6,5,
bloodworth,1,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
brown,1,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
chipman,1,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
dayton,11,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
dexter,1,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
greene,1,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
hillhouse,1,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
livermore,2,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
marshall,19,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
paine,1,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
schureman,1,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
tracy,20,Cmte to bring bill M Lapsley,,Jan,10,1800,6,5,
baldwin,1,Cmte motion for compensation to members,,Jan,22,1800,6,6,
bloodworth,1,Cmte motion for compensation to members,,Jan,22,1800,6,6,
brown,2,Cmte motion for compensation to members,,Jan,22,1800,6,6,
chipman,2,Cmte motion for compensation to members,,Jan,22,1800,6,6,
cocke,1,Cmte motion for compensation to members,,Jan,22,1800,6,6,
dexter,3,Cmte motion for compensation to members,,Jan,22,1800,6,6,
franklin,2,Cmte motion for compensation to members,,Jan,22,1800,6,6,
goodhue,12,Cmte motion for compensation to members,,Jan,22,1800,6,6,
howard,1,Cmte motion for compensation to members,,Jan,22,1800,6,6,
langdon,3,Cmte motion for compensation to members,,Jan,22,1800,6,6,
laurance,6,Cmte motion for compensation to members,,Jan,22,1800,6,6,
livermore,4,Cmte motion for compensation to members,,Jan,22,1800,6,6,
mason,2,Cmte motion for compensation to members,,Jan,22,1800,6,6,Stevens
nicholas,4,Cmte motion for compensation to members,,Jan,22,1800,6,6,
paine,5,Cmte motion for compensation to members,,Jan,22,1800,6,6,
read,1,Cmte motion for compensation to members,,Jan,22,1800,6,6,
schureman,1,Cmte motion for compensation to members,,Jan,22,1800,6,6,
tracy,7,Cmte motion for compensation to members,,Jan,22,1800,6,6,
watson,4,Cmte motion for compensation to members,,Jan,22,1800,6,6,
anderson,1,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
baldwin,2,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
brown,2,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
dayton,2,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
foster,1,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
franklin,1,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
goodhue,4,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
greene,3,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
gunn,1,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
hillhouse,2,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
howard,1,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
langdon,3,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
latimer,4,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
laurance,4,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
livermore,4,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
lloyd,1,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
marshall,2,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
nicholas,3,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
paine,2,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
read,1,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
ross,6,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
tracy,4,Cmte bill Fines & forfeitures,,Jan,15,1800,6,6,
anderson,6,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
baldwin,6,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
bingham,2,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
bloodworth,1,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
brown,5,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
chipman,6,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
dexter,12,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
franklin,1,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
greene,4,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
gunn,2,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
hillhouse,2,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
howard,1,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
langdon,4,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
laurance,16,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
livermore,9,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
lloyd,1,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
mason,2,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,Stevens
nicholas,5,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
paine,9,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
pinckney,11,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
read,9,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
ross,22,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
schureman,1,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
tracy,9,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
watson,1,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
wells,1,Cmte on motion re PUS & VP election,,Jan,24,1800,6,6,
anderson,2,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
baldwin,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
brown,3,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
chipman,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
dexter,3,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
franklin,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
goodhue,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
gunn,10,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
hillhouse,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
howard,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
langdon,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
laurance,2,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
livermore,2,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
marshall,4,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
mason,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
nicholas,6,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
paine,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
pinckney,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
read,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
ross,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
schureman,9,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
tracy,12,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
watson,1,Cmte on bill cease enlistment,,Jan,27,1800,6,6,
baldwin,1,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
bingham,1,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
brown,2,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
cocke,1,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
dexter,2,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
foster,1,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,Theodore
franklin,2,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
goodhue,11,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
greene,1,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
gunn,1,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
hillhouse,2,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
howard,3,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
langdon,6,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
laurance,2,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
livermore,2,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
mason,1,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
nicholas,1,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
paine,3,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
pinckney,1,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
ross,1,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
tracy,3,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
wells,16,Cmte on petition of Messrs Franklin,,Feb,3,1800,6,6,
anderson,9,Cmte on bill jurors,,Feb,3,1800,6,6,
baldwin,7,Cmte on bill jurors,,Feb,3,1800,6,6,
bingham,1,Cmte on bill jurors,,Feb,3,1800,6,6,
bloodworth,3,Cmte on bill jurors,,Feb,3,1800,6,6,
brown,6,Cmte on bill jurors,,Feb,3,1800,6,6,
chipman,12,Cmte on bill jurors,,Feb,3,1800,6,6,
cocke,5,Cmte on bill jurors,,Feb,3,1800,6,6,
dexter,11,Cmte on bill jurors,,Feb,3,1800,6,6,
foster,3,Cmte on bill jurors,,Feb,3,1800,6,6,Theodore
franklin,3,Cmte on bill jurors,,Feb,3,1800,6,6,
hillhouse,5,Cmte on bill jurors,,Feb,3,1800,6,6,
langdon,3,Cmte on bill jurors,,Feb,3,1800,6,6,
latimer,1,Cmte on bill jurors,,Feb,3,1800,6,6,
laurance,11,Cmte on bill jurors,,Feb,3,1800,6,6,
livermore,3,Cmte on bill jurors,,Feb,3,1800,6,6,
lloyd,2,Cmte on bill jurors,,Feb,3,1800,6,6,
marshall,1,Cmte on bill jurors,,Feb,3,1800,6,6,
mason,4,Cmte on bill jurors,,Feb,3,1800,6,6,
nicholas,14,Cmte on bill jurors,,Feb,3,1800,6,6,
paine,2,Cmte on bill jurors,,Feb,3,1800,6,6,
pinckney,20,Cmte on bill jurors,,Feb,3,1800,6,6,
read,2,Cmte on bill jurors,,Feb,3,1800,6,6,
ross,10,Cmte on bill jurors,,Feb,3,1800,6,6,
schureman,5,Cmte on bill jurors,,Feb,3,1800,6,6,
tracy,4,Cmte on bill jurors,,Feb,3,1800,6,6,
wells,2,Cmte on bill jurors,,Feb,3,1800,6,6,
anderson,3,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
baldwin,4,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
bingham,1,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
bloodworth,2,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
brown,2,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
chipman,3,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
dexter,4,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
franklin,2,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
goodhue,1,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
gunn,1,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
hillhouse,1,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
howard,2,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
langdon,2,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
latimer,2,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
laurance,2,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
livermore,1,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
marshall,1,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
mason,2,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
nicholas,1,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
paine,2,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
pinckney,1,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
read,2,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
ross,3,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
schureman,1,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
tracy,8,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
watson,1,Cmte bill R Sturgeon,,Feb,4,1800,6,6,
anderson,1,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
baldwin,2,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
chipman,1,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
dayton,4,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
dexter,2,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
goodhue,4,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
hillhouse,4,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
howard,5,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
langdon,8,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
livermore,1,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
lloyd,2,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,
mason,1,Cmte on petition of Lyon Lehman,,Feb,7,1800,6,6,Stevens
